number,reinhardtii_gene,Gene_name,diff_0,total_0,JC_distance_0,diff_2,total_2,JC_distance_2,diff_4,total_4,JC_distance_4,SFS0,SFS0_theta_pi,SFS4,SFS4_theta_pi,connectivity,max_connectivity,sum_connectivity
134,Cre03_g186200_t1_2|PACid:26902568,Cre03.g186200,13,804,0.016345995,18,196,0.097965137,50,230,0.256714655,"[876, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000899715,"[230, 1, 7, 3, 3, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022032469,"[['969', '5'], ['971', '5'], ['970', '5'], ['972', '5']]",5,20
689,Cre07_g344600_t1_2|PACid:26888869,Cre07.g344600,49,1177,0.042831328,21,234,0.09558371,84,387,0.256240197,"[1122, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000197707,"[330, 12, 5, 2, 7, 1, 2, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028626022,"[['899', '5']]",5,5
596,Cre12_g528700_t1_2|PACid:26908026,Cre12.g528700,7,580,0.012167127,7,106,0.069127845,42,194,0.255453355,"[581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[189, 1, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009653092,"[['568', '5'], ['565', '4'], ['578', '3']]",5,12
732,Cre09_g396650_t1_2|PACid:26895509,Cre09.g396650,42,1546,0.027671123,24,329,0.076744209,103,477,0.25466381,"[1524, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000752832,"[429, 12, 12, 4, 7, 2, 3, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03126066,"[['255', '4'], ['473', '4'], ['254', '4'], ['472', '4']]",4,16
539,Cre02_g141400_t1_2|PACid:26899438,Cre02.g141400,28,1215,0.023406748,23,278,0.087663119,68,315,0.254579698,"[1203, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000834607,"[292, 6, 0, 4, 3, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022259809,"[['141', '5'], ['140', '5']]",5,10
258,Cre02_g074150_t1_3|PACid:26900069,Cre02.g074150,134,2793,0.049580371,57,654,0.092650112,182,844,0.254252312,"[2840, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000799195,"[838, 7, 2, 6, 5, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012389035,"[['237', '3'], ['243', '2'], ['248', '2'], ['242', '4'], ['236', '4']]",4,15
315,Cre13_g590500_t1_1|PACid:26898839,Cre13.g590500,28,849,0.03372708,5,186,0.027375302,48,223,0.253700677,"[840, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000898306,"[204, 9, 5, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015427192,"[['1113', '6'], ['1187', '6'], ['1140', '8'], ['1266', '6'], ['1179', '6'], ['1115', '6'], ['1264', '6'], ['1185', '6'], ['1199', '6'], ['1184', '6'], ['1156', '8'], ['1186', '6'], ['1235', '8'], ['1189', '6'], ['1200', '6'], ['1181', '6'], ['1203', '8'], ['1207', '8'], ['1111', '6'], ['1204', '8'], ['1188', '6'], ['1192', '6'], ['1201', '8'], ['1202', '8'], ['1236', '8'], ['1141', '8'], ['1037', '8'], ['1206', '8'], ['1136', '8'], ['1190', '6'], ['1137', '8'], ['1110', '6'], ['1116', '6'], ['1138', '8'], ['1265', '6'], ['1205', '8'], ['1182', '6'], ['1193', '6'], ['1196', '6'], ['1194', '6'], ['1198', '6'], ['1180', '6'], ['1112', '6'], ['1183', '6'], ['1267', '6'], ['1208', '8'], ['942', '8'], ['1117', '6'], ['1142', '8'], ['1118', '6'], ['1155', '8'], ['1197', '6'], ['1109', '6'], ['1195', '6'], ['1191', '6'], ['1139', '8'], ['1135', '8'], ['1114', '6']]",8,392
575,Cre10_g440450_t1_2|PACid:26904786,Cre10.g440450,2,291,0.006904537,6,59,0.109283858,17,79,0.25362107,"[292, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000379219,"[73, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010893246,"[['554', '5'], ['552', '5']]",5,10
157,Cre05_g232150_t1_2|PACid:26897715,Cre05.g232150,11,793,0.014001255,19,182,0.112414711,47,219,0.252810938,"[864, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001189723,"[210, 8, 6, 5, 3, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030170155,"[['1348', '7']]",7,7
456,Cre12_g485550_t1_2|PACid:26906868,Cre12.g485550,22,369,0.062123925,15,65,0.275793585,27,126,0.252354177,"[699, 4, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003429298,"[217, 6, 1, 2, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018255578,"[['97', '4']]",4,4
96,Cre01_g029750_t1_3|PACid:26904278,Cre01.g029750,18,1101,0.016529595,30,296,0.108886507,61,285,0.252003382,"[1183, 6, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00116341,"[280, 17, 6, 5, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018809239,"[['348', '4'], ['352', '4'], ['294', '4']]",4,12
618,Cre06_g263289_t1_2|PACid:26893296,Cre06.g263289,20,526,0.039020503,23,147,0.175479715,38,178,0.251231423,"[865, 11, 0, 0, 0, 2, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007074463,"[272, 5, 0, 0, 0, 0, 0, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020108857,"[['1582', '4']]",4,4
389,Cre12_g509550_t1_1|PACid:26907531,Cre12.g509550,50,1248,0.041173894,29,326,0.0946908,73,343,0.250316133,"[1260, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.014892761,"[324, 3, 3, 6, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0] 8.811349017534584e-05",,"[['446', '4'], ['445', '4']]",4,8
142,Cre02_g079600_t1_2|PACid:26899876,Cre02.g079600,11,619,0.017984513,10,147,0.071312586,34,160,0.249858335,"[850, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001310254,"[205, 1, 1, 2, 7, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.032738095,"[['576', '6']]",6,6
273,Cre03_g194850_t1_2|PACid:26902695,Cre03.g194850,23,697,0.033746524,4,133,0.030694821,49,231,0.24932998,"[691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[212, 5, 1, 2, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01644154,"[['151', '5']]",5,5
228,Cre01_g029300_t1_2|PACid:26902925,Cre01.g029300,15,564,0.027078753,14,116,0.131586508,33,156,0.248517852,"[561, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000197707,"[148, 2, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016192283,"[['840', '2']]",2,2
422,Cre16_g667850_t1_1|PACid:26892048,Cre16.g667850,5,339,0.01489622,7,77,0.096908799,22,104,0.248517852,"[337, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002479815,"[92, 4, 2, 0, 2, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034125189,"[['311', '5']]",5,5
680,Cre12_g504950_t1_2|PACid:26907805,Cre12.g504950,24,583,0.042339283,8,141,0.058998464,32,152,0.247109401,"[579, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001057451,"[137, 7, 2, 0, 0, 0, 3, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033995416,"[['362', '6']]",6,6
361,Cre16_g695100_t1_3|PACid:26891438,Cre16.g695100,59,944,0.065258533,18,208,0.091951742,61,291,0.245853224,"[902, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001792347,"[248, 7, 3, 2, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019363051,"[['1449', '4'], ['1448', '4'], ['1446', '4'], ['1444', '4'], ['1443', '4'], ['1447', '4'], ['1445', '4']]",4,28
66,Cre06_g263300_t1_2|PACid:26893460,Cre06.g263300,11,452,0.024739874,9,112,0.084996514,27,129,0.245409683,"[445, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000962885,"[122, 2, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.017733191,"[['1582', '4']]",4,4
161,Cre03_g168700_t1_2|PACid:26902046,Cre03.g168700,9,610,0.014901152,9,143,0.06573548,33,158,0.244797438,"[606, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000526746,"[133, 11, 5, 3, 0, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.041640975,"[['823', '4'], ['71', '4'], ['63', '4'], ['73', '4'], ['900', '4']]",4,20
590,Cre03_g185250_t1_2|PACid:26902210,Cre03.g185250,34,1386,0.024941174,33,298,0.119819415,81,388,0.244661802,"[1374, 1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001378232,"[358, 7, 11, 5, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.017440482,"[['171', '5']]",5,5
416,Cre13_g569850_t1_2|PACid:26899334,Cre13.g569850,24,979,0.024924412,20,199,0.107905679,62,298,0.243679704,"[974, 5, 3, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003238175,"[266, 12, 5, 6, 2, 1, 3, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.030849673,"[['1943', '2']]",2,2
556,Cre03_g182050_t1_2|PACid:26902879,Cre03.g182050,66,1348,0.050632719,29,291,0.106929227,79,380,0.243459759,"[1314, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001429893,"[360, 1, 2, 7, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01694505,"[['1177', '6'], ['1178', '6'], ['1176', '6'], ['1418', '6'], ['1417', '6'], ['1419', '6'], ['1420', '6'], ['1442', '7'], ['1433', '6']]",7,55
499,Cre01_g038550_t1_3|PACid:26903653,Cre01.g038550,39,1073,0.037256943,15,212,0.074318177,75,362,0.242474781,"[1060, 6, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001309637,"[304, 17, 10, 6, 2, 3, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.035910576,"[['1039', '5'], ['1040', '5'], ['1041', '5']]",5,15
500,Cre01_g009350_t1_2|PACid:26904204,Cre01.g009350,18,862,0.021177878,15,188,0.084358488,47,227,0.242289849,"[853, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000130107,"[211, 6, 0, 1, 5, 1, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.028690264,"[['549', '5'], ['548', '5']]",5,10
58,Cre04_g229700_t1_2|PACid:26905685,Cre04.g229700,42,917,0.047259726,22,221,0.106803712,56,272,0.24068079,"[843, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001668589,"[219, 13, 3, 2, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031309298,"[['177', '5']]",5,5
694,Cre06_g275050_t1_1|PACid:26893762,Cre06.g275050,30,712,0.043364678,23,189,0.132783375,42,204,0.24068079,"[721, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001555322,"[186, 10, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011153383,"[['1402', '5']]",5,5
328,Cre12_g494850_t1_2|PACid:26907803,Cre12.g494850,7,520,0.013583812,7,116,0.062911113,30,146,0.240125646,"[521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[136, 1, 2, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.023935091,"[['436', '4'], ['439', '3']]",4,7
476,Cre08_g362900_t1_3|PACid:26887987,Cre08.g362900,23,522,0.045408603,8,115,0.07300592,32,156,0.239642009,"[506, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002089465,"[139, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013376906,"[['554', '5'], ['552', '5']]",5,10
695,Cre03_g149100_t1_2|PACid:26902411,Cre03.g149100,34,988,0.03522747,17,218,0.082340671,59,288,0.239274452,"[958, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001034858,"[264, 2, 4, 3, 1, 1, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020514968,"[['157', '6']]",6,6
209,Cre07_g335300_t1_2|PACid:26889872,Cre07.g335300,8,755,0.01067159,18,152,0.128887693,43,210,0.239137976,"[903, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000944001,"[237, 8, 3, 0, 0, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019863154,"[['1523', '5'], ['1524', '5'], ['1522', '6'], ['1521', '5'], ['1488', '5'], ['1526', '5'], ['1527', '5'], ['1525', '5'], ['1520', '5']]",6,46
613,Cre12_g523300_t1_2|PACid:26907216,Cre12.g523300,31,740,0.043107322,16,180,0.094613464,43,210,0.239137976,"[1137, 4, 6, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003259456,"[301, 9, 10, 1, 2, 3, 1, 6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031123561,"[['728', '5']]",5,5
118,Cre17_g715250_t1_2|PACid:26896706,Cre17.g715250,6,456,0.013274683,4,80,0.051744654,28,137,0.238612231,"[452, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001612392,"[132, 3, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.014670616,"[['1519', '5'], ['281', '6'], ['1515', '7']]",7,18
538,Cre02_g111050_t1_3|PACid:26899442,Cre02.g111050,16,799,0.020297222,28,165,0.19239208,48,235,0.238441468,"[954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[274, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004052756,"[['1943', '2']]",2,2
387,Cre02_g092900_t1_2|PACid:26900457,Cre02.g092900,12,1056,0.011450604,27,239,0.12244318,58,284,0.238400287,"[1051, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000105619,"[273, 3, 3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008683803,"[['403', '9'], ['405', '7'], ['402', '7'], ['404', '9'], ['1550', '9']]",9,41
243,Cre12_g487100_t1_2|PACid:26906472,Cre12.g487100,34,1279,0.027065818,25,291,0.09124238,79,388,0.237552744,"[1262, 4, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001876964,"[362, 10, 7, 2, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.015810609,"[['736', '6']]",6,6
261,Cre08_g378150_t1_3|PACid:26887933,Cre08.g378150,34,1034,0.033624616,18,277,0.067971013,58,285,0.237416213,"[998, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001148031,"[250, 6, 4, 1, 3, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.021471799,"[['600', '5'], ['602', '5']]",5,10
625,Cre02_g145050_t1_2|PACid:26900371,Cre02.g145050,28,577,0.050167951,20,141,0.157231299,35,172,0.237388217,"[663, 2, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002422892,"[183, 8, 3, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022079147,"[['1700', '5']]",5,5
156,Cre08_g362450_t1_2|PACid:26888227,Cre08.g362450,26,1242,0.021231685,21,296,0.074529355,65,320,0.236889712,"[1394, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000454145,"[357, 5, 3, 5, 4, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019230439,"[['175', '5'], ['174', '5'], ['172', '5'], ['173', '5']]",5,20
473,Cre06_g300700_t1_1|PACid:26894128,Cre06.g300700,9,541,0.016823135,4,104,0.0394828,32,158,0.23607641,"[538, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001341017,"[144, 3, 5, 0, 0, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027922561,"[['541', '5']]",5,5
155,Cre09_g386650_t1_2|PACid:26895745,Cre09.g386650,3,605,0.004975143,2,138,0.014634611,34,168,0.235869997,"[607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[166, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0025525,"[['1888', '6']]",6,6
580,Cre07_g355600_t1_1|PACid:26889207,Cre07.g355600,24,604,0.040826405,10,125,0.084596621,37,183,0.235602761,"[669, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000312165,"[174, 1, 8, 3, 3, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031702715,"[['298', '5'], ['299', '5']]",5,10
720,Cre12_g483950_t1_2|PACid:26907886,Cre12.g483950,10,668,0.01512148,7,127,0.057248489,43,213,0.235181398,"[671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[206, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003144654,"[['152', '5']]",5,5
629,Cre12_g557900_t1_2|PACid:26907849,Cre12.g557900,8,439,0.018448278,11,88,0.136741168,22,109,0.235122464,"[434, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001686215,"[103, 5, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.012600836,"[['1703', '2'], ['1702', '2']]",2,4
45,Cre02_g105500_t1_2|PACid:26899856,Cre02.g105500,17,853,0.020199241,26,214,0.132547308,45,223,0.235066178,"[845, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000939206,"[195, 7, 0, 0, 7, 2, 2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.037484705,"[['1748', '4']]",4,4
336,Cre16_g657300_t1_2|PACid:26892455,Cre16.g657300,14,552,0.02580107,19,130,0.162565315,28,139,0.234580834,"[544, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001720615,"[128, 1, 2, 1, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.027742512,"[['1697', '2']]",2,2
477,Cre13_g592050_t1_2|PACid:26898795,Cre13.g592050,26,998,0.026515338,23,216,0.114841802,61,303,0.23441854,"[988, 6, 0, 2, 1, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004239886,"[274, 13, 2, 4, 0, 1, 2, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.026488923,"[['427', '4']]",4,4
99,Cre17_g703700_t1_1|PACid:26896177,Cre17.g703700,14,711,0.019953671,8,164,0.05043917,36,179,0.234141362,"[824, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000269034,"[189, 4, 5, 6, 4, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031569861,"[['154', '6'], ['144', '7']]",7,13
654,Cre05_g233800_t1_2|PACid:26897641,Cre05.g233800,34,1364,0.025350326,19,329,0.060095357,74,368,0.234099876,"[1348, 3, 0, 1, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002433546,"[334, 4, 3, 4, 4, 2, 1, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.024086515,"[['902', '6'], ['903', '6']]",6,12
602,Cre03_g172000_t1_2|PACid:26901446,Cre03.g172000,25,650,0.0394828,3,99,0.030932219,42,209,0.233922248,"[644, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001070804,"[183, 7, 1, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.033259281,"[['1535', '5'], ['1530', '5'], ['1660', '5'], ['1529', '5'], ['1534', '5'], ['1532', '5'], ['1531', '4'], ['1533', '5'], ['1536', '5'], ['1528', '5']]",5,49
201,Cre09_g397250_t1_2|PACid:26895547,Cre09.g397250,26,822,0.032316515,13,189,0.072144302,45,224,0.233834718,"[817, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0011956,"[205, 2, 0, 4, 4, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.029029029,"[['1156', '8'], ['1235', '8'], ['1236', '8'], ['1155', '8']]",8,32
423,Cre12_g510800_t1_2|PACid:26906265,Cre12.g510800,16,820,0.019770502,16,188,0.090334615,50,250,0.232616196,"[818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[237, 7, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011068944,"[['508', '8']]",8,8
281,Cre09_g406050_t1_2|PACid:26895706,Cre09.g406050,28,1154,0.024664583,15,272,0.057279734,66,331,0.231792699,"[1124, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001492278,"[271, 14, 4, 6, 7, 3, 9, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.049375929,"[['288', '9'], ['290', '7']]",9,16
298,Cre10_g424750_t1_2|PACid:26904932,Cre10.g424750,51,1195,0.043940213,25,268,0.099615685,65,326,0.231780076,"[1738, 10, 2, 5, 2, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0031956,"[446, 19, 6, 7, 8, 4, 4, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031140334,"[['1620', '7']]",7,7
266,Cre06_g273200_t1_3|PACid:26894730,Cre06.g273200,20,773,0.02633004,15,157,0.10219866,50,251,0.23153042,"[1114, 7, 2, 0, 1, 6, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004995702,"[315, 13, 4, 0, 5, 10, 1, 3, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040544723,"[['1827', '4'], ['1826', '4']]",4,8
678,Cre02_g091050_t1_2|PACid:26900894,Cre02.g091050,4,772,0.005199328,6,162,0.0379828,44,221,0.23138315,"[774, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000286369,"[207, 5, 0, 3, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020108344,"[['500', '4']]",4,4
600,Cre01_g022650_t1_2|PACid:26903374,Cre01.g022650,19,780,0.024763327,23,180,0.14008193,41,206,0.231293445,"[773, 2, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003886465,"[187, 10, 6, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.020676219,"[['1549', '6'], ['1714', '6']]",6,12
343,Cre02_g098850_t1_1|PACid:26899902,Cre02.g098850,57,988,0.060032031,26,198,0.144355446,61,307,0.230841573,"[977, 4, 2, 3, 2, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005048411,"[272, 17, 2, 6, 1, 3, 3, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.031389471,"[['298', '5'], ['299', '5']]",5,10
592,Cre14_g620350_t1_2|PACid:26890787,Cre14.g620350,25,790,0.032332593,10,156,0.067008825,52,262,0.230537193,"[780, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003488053,"[224, 2, 5, 2, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01958061,"[['222', '4'], ['224', '6']]",6,10
203,Cre03_g171950_t1_3|PACid:26902602,Cre03.g171950,34,1606,0.021475151,23,387,0.061918553,96,484,0.230365632,"[2124, 3, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00146944,"[581, 25, 7, 5, 14, 5, 5, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02991453,"[['1621', '6']]",6,6
